"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Nevada","Both","All Ages","2015","2015","Firearm","446","2883057","15.47","14.9085536778865"
"Both Sexes","All Races","New Hampshire","Both","All Ages","2015","2015","Firearm","121","1330134","9.1","8.90688841823424"
"Both Sexes","All Races","New Jersey","Both","All Ages","2015","2015","Firearm","475","8960001","5.3","5.32924969167973"
"Both Sexes","All Races","New Mexico","Both","All Ages","2015","2015","Firearm","390","2082264","18.73","18.5453778608723"
"Both Sexes","All Races","New York","Both","All Ages","2015","2015","Firearm","849","19819347","4.28","4.11984836768325"
"Both Sexes","All Races","North Carolina","Both","All Ages","2015","2015","Firearm","1289","10041769","12.84","12.4645378717205"
"Both Sexes","All Races","North Dakota","Both","All Ages","2015","2015","Firearm","92","754859","12.19","12.7269850368048"
"Both Sexes","All Races","Ohio","Both","All Ages","2015","2015","Firearm","1397","11606027","12.04","11.9306327664497"
"Both Sexes","All Races","Oklahoma","Both","All Ages","2015","2015","Firearm","706","3904353","18.08","18.0117601933543"
"Both Sexes","All Races","Oregon","Both","All Ages","2015","2015","Firearm","486","4016537","12.1","11.4110620348392"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","2015","2015","Firearm","1485","12791124","11.61","11.3060191296372"
"Both Sexes","All Races","Rhode Island","Both","All Ages","2015","2015","Firearm","51","1055916","4.83","4.67323310050602"
"Both Sexes","All Races","South Carolina","Both","All Ages","2015","2015","Firearm","850","4892423","17.37","17.1588485144563"
"Both Sexes","All Races","South Dakota","Both","All Ages","2015","2015","Firearm","96","854036","11.24","11.2315032160731"
"Both Sexes","All Races","Tennessee","Both","All Ages","2015","2015","Firearm","1075","6590726","16.31","15.9464150942337"
"Both Sexes","All Races","Texas","Both","All Ages","2015","2015","Firearm","3203","27454880","11.67","11.7161183270349"
"Both Sexes","All Races","Utah","Both","All Ages","2015","2015","Firearm","367","2984917","12.3","12.8532720403728"
"Both Sexes","All Races","Vermont","Both","All Ages","2015","2015","Firearm","70","624455","11.21","9.70418855921251"
"Both Sexes","All Races","Virginia","Both","All Ages","2015","2015","Firearm","946","8366767","11.31","10.8664065604182"
"Both Sexes","All Races","Washington","Both","All Ages","2015","2015","Firearm","718","7152818","10.04","9.83636509225735"
"Both Sexes","All Races","West Virginia","Both","All Ages","2015","2015","Firearm","278","1839767","15.11","14.066170674483"
"Both Sexes","All Races","Wisconsin","Both","All Ages","2015","2015","Firearm","613","5759744","10.64","10.3334655064112"
"Both Sexes","All Races","Wyoming","Both","All Ages","2015","2015","Firearm","113","586102","19.28","19.4656659309472"
"Both Sexes","All Races","","Both","All Ages","2015","2015","Firearm","36252","321039839","11.29","."
