"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Ohio","Both","All Ages","2016","2016","Firearm","1524","11622554","13.11","12.8668653940707"
"Both Sexes","All Races","Oklahoma","Both","All Ages","2016","2016","Firearm","766","3921207","19.53","19.5700175109412"
"Both Sexes","All Races","Oregon","Both","All Ages","2016","2016","Firearm","513","4085989","12.56","11.8272710212023"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","2016","2016","Firearm","1555","12787085","12.16","11.8668988742444"
"Both Sexes","All Races","Rhode Island","Both","All Ages","2016","2016","Firearm","49","1057566","4.63","4.02212541779581"
"Both Sexes","All Races","South Carolina","Both","All Ages","2016","2016","Firearm","891","4959822","17.96","17.6655902017118"
"Both Sexes","All Races","South Dakota","Both","All Ages","2016","2016","Firearm","108","861542","12.54","13.5522842207139"
"Both Sexes","All Races","Tennessee","Both","All Ages","2016","2016","Firearm","1148","6649404","17.26","16.990880489358"
"Both Sexes","All Races","Texas","Both","All Ages","2016","2016","Firearm","3353","27904862","12.02","12.0576801654402"
"Both Sexes","All Races","Utah","Both","All Ages","2016","2016","Firearm","370","3044321","12.15","12.9371605528551"
"Both Sexes","All Races","Vermont","Both","All Ages","2016","2016","Firearm","78","623354","12.51","11.0487709256675"
"Both Sexes","All Races","Virginia","Both","All Ages","2016","2016","Firearm","1049","8414380","12.47","11.993690493737"
"Both Sexes","All Races","Washington","Both","All Ages","2016","2016","Firearm","686","7280934","9.42","8.98136020058595"
"Both Sexes","All Races","West Virginia","Both","All Ages","2016","2016","Firearm","332","1828637","18.16","17.5485326027128"
"Both Sexes","All Races","Wisconsin","Both","All Ages","2016","2016","Firearm","664","5772917","11.5","11.4276541635436"
"Both Sexes","All Races","Wyoming","Both","All Ages","2016","2016","Firearm","101","584910","17.27","17.5078493793545"
"Both Sexes","All Races","","Both","All Ages","2016","2016","Firearm","38658","323405935","11.95","."
