"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","South Carolina","Both","All Ages","2006","2006","Firearm","616","4357847","14.14","13.8789401814623"
"Both Sexes","All Races","South Dakota","Both","All Ages","2006","2006","Firearm","77","783033","9.83","9.74123339745539"
"Both Sexes","All Races","Tennessee","Both","All Ages","2006","2006","Firearm","943","6088766","15.49","15.3049413199571"
"Both Sexes","All Races","Texas","Both","All Ages","2006","2006","Firearm","2422","23359580","10.37","10.465355845745"
"Both Sexes","All Races","Utah","Both","All Ages","2006","2006","Firearm","224","2525507","8.87","9.74943765825882"
"Both Sexes","All Races","Vermont","Both","All Ages","2006","2006","Firearm","54","622892","8.67","8.14251020486559"
"Both Sexes","All Races","Virginia","Both","All Ages","2006","2006","Firearm","816","7673725","10.63","10.3649585741057"
"Both Sexes","All Races","Washington","Both","All Ages","2006","2006","Firearm","546","6370753","8.57","8.37159631005831"
"Both Sexes","All Races","West Virginia","Both","All Ages","2006","2006","Firearm","253","1827912","13.84","13.3199610414451"
"Both Sexes","All Races","Wisconsin","Both","All Ages","2006","2006","Firearm","424","5577655","7.6","7.55620059598352"
"Both Sexes","All Races","Wyoming","Both","All Ages","2006","2006","Firearm","80","522667","15.31","14.8544672003496"
"Both Sexes","All Races","","Both","All Ages","2006","2006","Firearm","30896","298379912","10.35","."
