"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Maryland","Both","All Ages","2002","2002","Firearm","615","5440389","11.3","11.5409562633583"
"Both Sexes","All Races","Massachusetts","Both","All Ages","2002","2002","Firearm","204","6417206","3.18","3.13241163306136"
"Both Sexes","All Races","Michigan","Both","All Ages","2002","2002","Firearm","1092","10015710","10.9","10.9858195334854"
"Both Sexes","All Races","Minnesota","Both","All Ages","2002","2002","Firearm","306","5018935","6.1","6.06033787325838"
"Both Sexes","All Races","Mississippi","Both","All Ages","2002","2002","Firearm","492","2858681","17.21","17.3407513330031"
"Both Sexes","All Races","Missouri","Both","All Ages","2002","2002","Firearm","696","5674825","12.26","12.2067883675388"
"Both Sexes","All Races","Montana","Both","All Ages","2002","2002","Firearm","134","911667","14.7","14.6121438977037"
"Both Sexes","All Races","Nebraska","Both","All Ages","2002","2002","Firearm","140","1728292","8.1","8.04745428983878"
"Both Sexes","All Races","Nevada","Both","All Ages","2002","2002","Firearm","370","2173791","17.02","17.0552097532183"
"Both Sexes","All Races","New Hampshire","Both","All Ages","2002","2002","Firearm","76","1269089","5.99","5.90755679077423"
"Both Sexes","All Races","New Jersey","Both","All Ages","2002","2002","Firearm","415","8552643","4.85","4.87802603198459"
"Both Sexes","All Races","New Mexico","Both","All Ages","2002","2002","Firearm","304","1855309","16.39","16.6135696586614"
"Both Sexes","All Races","New York","Both","All Ages","2002","2002","Firearm","994","19137800","5.19","5.12886267422386"
"Both Sexes","All Races","North Carolina","Both","All Ages","2002","2002","Firearm","1136","8326201","13.64","13.4255147239533"
"Both Sexes","All Races","North Dakota","Both","All Ages","2002","2002","Firearm","58","638168","9.09","9.12441361994628"
"Both Sexes","All Races","Ohio","Both","All Ages","2002","2002","Firearm","1069","11407889","9.37","9.31006542626948"
"Both Sexes","All Races","Oklahoma","Both","All Ages","2002","2002","Firearm","452","3489080","12.95","12.8106394139975"
"Both Sexes","All Races","Oregon","Both","All Ages","2002","2002","Firearm","374","3513424","10.64","10.4870127483275"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","2002","2002","Firearm","1220","12331031","9.89","9.95963617451274"
"Both Sexes","All Races","Rhode Island","Both","All Ages","2002","2002","Firearm","55","1065995","5.16","5.14344340684246"
"Both Sexes","All Races","South Carolina","Both","All Ages","2002","2002","Firearm","566","4107795","13.78","13.6891729356962"
"Both Sexes","All Races","South Dakota","Both","All Ages","2002","2002","Firearm","61","760020","8.03","7.90630668496591"
"Both Sexes","All Races","Tennessee","Both","All Ages","2002","2002","Firearm","905","5795918","15.61","15.3965936735424"
"Both Sexes","All Races","Texas","Both","All Ages","2002","2002","Firearm","2301","21690325","10.61","10.8260886206268"
"Both Sexes","All Races","Utah","Both","All Ages","2002","2002","Firearm","207","2324815","8.9","9.60323231418516"
"Both Sexes","All Races","Vermont","Both","All Ages","2002","2002","Firearm","62","615442","10.07","9.74458652867502"
"Both Sexes","All Races","Virginia","Both","All Ages","2002","2002","Firearm","806","7286873","11.06","11.0093760775584"
"Both Sexes","All Races","Washington","Both","All Ages","2002","2002","Firearm","568","6052349","9.38","9.33695490055977"
"Both Sexes","All Races","West Virginia","Both","All Ages","2002","2002","Firearm","271","1805414","15.01","14.6682423136128"
"Both Sexes","All Races","Wisconsin","Both","All Ages","2002","2002","Firearm","446","5445162","8.19","8.083071827692"
"Both Sexes","All Races","Wyoming","Both","All Ages","2002","2002","Firearm","95","500017","19","18.8701943010065"
"Both Sexes","All Races","","Both","All Ages","2002","2002","Firearm","30242","287625193","10.51","."
