"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Mississippi","Both","All Ages","2001","2001","Firearm","502","2852994","17.6","17.6426854814853"
"Both Sexes","All Races","Missouri","Both","All Ages","2001","2001","Firearm","744","5641142","13.19","13.1400513139904"
"Both Sexes","All Races","Montana","Both","All Ages","2001","2001","Firearm","160","906961","17.64","17.7655457532542"
"Both Sexes","All Races","Nebraska","Both","All Ages","2001","2001","Firearm","140","1719836","8.14","8.12163771467626"
"Both Sexes","All Races","Nevada","Both","All Ages","2001","2001","Firearm","345","2098399","16.44","16.544507859793"
"Both Sexes","All Races","New Hampshire","Both","All Ages","2001","2001","Firearm","91","1255517","7.25","7.23324931800333"
"Both Sexes","All Races","New Jersey","Both","All Ages","2001","2001","Firearm","370","8492671","4.36","4.43826372386072"
"Both Sexes","All Races","New Mexico","Both","All Ages","2001","2001","Firearm","274","1831690","14.96","15.260544258081"
"Both Sexes","All Races","New York","Both","All Ages","2001","2001","Firearm","1068","19082838","5.6","5.54030413555139"
"Both Sexes","All Races","North Carolina","Both","All Ages","2001","2001","Firearm","1093","8210122","13.31","13.0554932558545"
"Both Sexes","All Races","North Dakota","Both","All Ages","2001","2001","Firearm","47","639062","7.35","7.59956148745972"
"Both Sexes","All Races","Ohio","Both","All Ages","2001","2001","Firearm","1029","11387404","9.04","9.00311204429942"
"Both Sexes","All Races","Oklahoma","Both","All Ages","2001","2001","Firearm","489","3467100","14.1","14.0055716522217"
"Both Sexes","All Races","Oregon","Both","All Ages","2001","2001","Firearm","358","3467937","10.32","10.1570897777871"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","2001","2001","Firearm","1172","12298970","9.53","9.52948993586322"
"Both Sexes","All Races","Rhode Island","Both","All Ages","2001","2001","Firearm","46","1057142","4.35","4.29691138526116"
"Both Sexes","All Races","South Carolina","Both","All Ages","2001","2001","Firearm","564","4064995","13.87","13.7249780444721"
"Both Sexes","All Races","South Dakota","Both","All Ages","2001","2001","Firearm","54","757972","7.12","7.10049084919981"
"Both Sexes","All Races","Tennessee","Both","All Ages","2001","2001","Firearm","845","5750789","14.69","14.4678981370718"
"Both Sexes","All Races","Texas","Both","All Ages","2001","2001","Firearm","2350","21319622","11.02","11.2168869956481"
"Both Sexes","All Races","Utah","Both","All Ages","2001","2001","Firearm","229","2283715","10.03","10.986935337905"
"Both Sexes","All Races","Vermont","Both","All Ages","2001","2001","Firearm","51","612223","8.33","8.20411969524288"
"Both Sexes","All Races","Virginia","Both","All Ages","2001","2001","Firearm","771","7198362","10.71","10.614796138499"
"Both Sexes","All Races","Washington","Both","All Ages","2001","2001","Firearm","510","5985722","8.52","8.52930002544558"
"Both Sexes","All Races","West Virginia","Both","All Ages","2001","2001","Firearm","251","1801481","13.93","13.1499140975546"
"Both Sexes","All Races","Wisconsin","Both","All Ages","2001","2001","Firearm","475","5406835","8.79","8.69680813082218"
"Both Sexes","All Races","Wyoming","Both","All Ages","2001","2001","Firearm","70","494657","14.15","13.906580267342"
"Both Sexes","All Races","","Both","All Ages","2001","2001","Firearm","29573","284968955","10.38","."
