"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","South Carolina","Both","All Ages","2010","2010","Firearm","648","4625381","14.01","13.9180039689358"
"Both Sexes","All Races","South Dakota","Both","All Ages","2010","2010","Firearm","75","814197","9.21","9.23369065085146"
"Both Sexes","All Races","Tennessee","Both","All Ages","2010","2010","Firearm","932","6346295","14.69","14.421374318845"
"Both Sexes","All Races","Texas","Both","All Ages","2010","2010","Firearm","2714","25146100","10.79","10.9331162791395"
"Both Sexes","All Races","Utah","Both","All Ages","2010","2010","Firearm","314","2763889","11.36","12.1570214760179"
"Both Sexes","All Races","Vermont","Both","All Ages","2010","2010","Firearm","70","625741","11.19","10.2097100939377"
"Both Sexes","All Races","Virginia","Both","All Ages","2010","2010","Firearm","875","8001043","10.94","10.6931704907838"
"Both Sexes","All Races","Washington","Both","All Ages","2010","2010","Firearm","609","6724545","9.06","8.91765522992578"
"Both Sexes","All Races","West Virginia","Both","All Ages","2010","2010","Firearm","273","1853006","14.73","14.2329760727491"
"Both Sexes","All Races","Wisconsin","Both","All Ages","2010","2010","Firearm","501","5687288","8.81","8.56494998221964"
"Both Sexes","All Races","Wyoming","Both","All Ages","2010","2010","Firearm","92","563767","16.32","15.5314534380433"
"Both Sexes","All Races","","Both","All Ages","2010","2010","Firearm","31672","308758105","10.26","."
