"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Nevada","Both","All Ages","2013","2013","Firearm","395","2786547","14.18","13.7475038159226"
"Both Sexes","All Races","New Hampshire","Both","All Ages","2013","2013","Firearm","93","1322622","7.03","6.4954253753128"
"Both Sexes","All Races","New Jersey","Both","All Ages","2013","2013","Firearm","506","8913735","5.68","5.69573126293313"
"Both Sexes","All Races","New Mexico","Both","All Ages","2013","2013","Firearm","326","2085161","15.63","15.4563310129275"
"Both Sexes","All Races","New York","Both","All Ages","2013","2013","Firearm","863","19712514","4.38","4.1613564279622"
"Both Sexes","All Races","North Carolina","Both","All Ages","2013","2013","Firearm","1223","9849812","12.42","12.1198112984719"
"Both Sexes","All Races","North Dakota","Both","All Ages","2013","2013","Firearm","86","722908","11.9","11.6676277907391"
"Both Sexes","All Races","Ohio","Both","All Ages","2013","2013","Firearm","1289","11567845","11.14","10.9833008055912"
"Both Sexes","All Races","Oklahoma","Both","All Ages","2013","2013","Firearm","632","3849840","16.42","16.4744951237023"
"Both Sexes","All Races","Oregon","Both","All Ages","2013","2013","Firearm","462","3919664","11.79","11.035310671587"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","2013","2013","Firearm","1451","12778450","11.36","11.0994585308059"
"Both Sexes","All Races","Rhode Island","Both","All Ages","2013","2013","Firearm","56","1052784","5.32","5.25370113780144"
"Both Sexes","All Races","South Carolina","Both","All Ages","2013","2013","Firearm","745","4765862","15.63","15.1955185070197"
"Both Sexes","All Races","South Dakota","Both","All Ages","2013","2013","Firearm","80","842513","9.5","9.98989294805343"
"Both Sexes","All Races","Tennessee","Both","All Ages","2013","2013","Firearm","1030","6490795","15.87","15.4094517395652"
"Both Sexes","All Races","Texas","Both","All Ages","2013","2013","Firearm","2778","26479279","10.49","10.560703434866"
"Both Sexes","All Races","Utah","Both","All Ages","2013","2013","Firearm","339","2899961","11.69","12.5926183319981"
"Both Sexes","All Races","Vermont","Both","All Ages","2013","2013","Firearm","65","626044","10.38","9.47730221610131"
"Both Sexes","All Races","Virginia","Both","All Ages","2013","2013","Firearm","864","8261689","10.46","10.1021523639464"
"Both Sexes","All Races","Washington","Both","All Ages","2013","2013","Firearm","632","6963410","9.08","8.65572605476942"
"Both Sexes","All Races","West Virginia","Both","All Ages","2013","2013","Firearm","280","1852333","15.12","14.3596536559529"
"Both Sexes","All Races","Wisconsin","Both","All Ages","2013","2013","Firearm","570","5736673","9.94","9.65494618773591"
"Both Sexes","All Races","Wyoming","Both","All Ages","2013","2013","Firearm","102","582341","17.52","16.5394492664749"
"Both Sexes","All Races","","Both","All Ages","2013","2013","Firearm","33636","316234505","10.64","."
